2,18,0,0,0
1,3,4,5,6
2,7,20,0,0
2,8,0,0,0
2,9,0,0,0
7,8,9,10,0
6,3,11,0,0
6,4,12,0,0
6,5,13,0,0
11,12,13,6,14
10,7,15,0,0
10,8,16,0,0
10,9,17,0,0
15,16,17,10,0
14,11,0,0,0
14,12,0,0,0
14,13,0,0,0
19,1,0,0,0
18,20,21,22,23
19,24,3,0,0
19,25,0,0,0
19,26,0,0,0
24,25,26,27,0
23,20,28,0,0
23,21,29,0,0
23,22,30,0,0
28,29,30,23,31
27,24,32,0,0
27,25,33,0,0
27,26,34,0,0
32,33,34,27,0
31,28,0,0,0
31,29,0,0,0
31,30,0,0,0
