200,200,0
225,200,0
225,222,0
225,167,0
243,200,0
225,200,19
225,222,19
225,167,19
243,200,19
225,200,38
225,222,38
225,167,38
243,200,38
225,200,57
225,222,57
225,167,57
243,200,57
200,88,0
225,88,0
225,123,0
225,53,0
268,200,0
225,88,19
225,123,19
225,53,19
268,200,19
225,88,38
225,123,38
225,53,38
268,200,38
225,88,57
225,123,57
225,53,57
268,200,57
